id,modele_machine,annee_fabrication,fiabilite_modele,age_machine_ans,phase_vie,indice_usure,heures_par_jour,temps_total_fonctionnement_h,mode_fonctionnement,cadence_moyenne_unit_h,taux_utilisation_pct,charge_machine,type_maintenance,frequence_maintenance,nombre_maintenances,date_derniere_maintenance,jours_depuis_maintenance,intervalle_entre_maintenances_j,nombre_total_pannes,frequence_pannes_par_an,duree_moyenne_panne_h,nombre_interventions_techniques,nombre_pannes_repetees,type_panne_recurrente,intervalle_entre_pannes_j,cause_identifiee,panne
5952,PRESS-X5,2009,Faible,14,Normale,44.8,13.5,69028,Continu,92.0,91.6,Normale,Préventive,Mensuelle,20.0,2023-11-18,45.0,68.0,6,0.43,1.73,7,3,Thermique,223,Non,0
5953,CNC-2000,2011,Moyenne,12,Normale,39.39,11.1,48528,Continu,63.5,70.8,Normale,Corrective,Annuelle,22.0,2023-07-29,157.0,8.0,11,0.92,5.29,15,10,Électrique,103,Oui,0
5954,COMP-T2,2006,Faible,17,Ancienne,64.36,14.7,91486,Continu,95.3,65.2,Normale,Mixte,Mensuelle,23.0,2023-10-08,86.0,52.0,10,0.59,4.3,14,9,Aucune,102,Non,0
5955,CNC-2000,2005,Elevée,18,Ancienne,66.83,13.3,86941,Intermittent,82.0,76.7,Normale,Mixte,Trimestrielle,19.0,2023-09-03,121.0,55.0,17,0.94,12.4,19,14,Thermique,159,Oui,0
5956,MOTOR-K1,2013,Elevée,10,Normale,40.47,11.8,43381,Intermittent,91.4,55.7,Sous-charge,Corrective,Mensuelle,13.0,2023-12-23,10.0,73.0,9,0.9,1.06,13,9,Thermique,105,Oui,0
5957,LATHE-9,2005,Elevée,18,Ancienne,62.88,9.7,63614,Continu,72.2,76.9,Surcharge,Mixte,Trimestrielle,32.0,2023-10-03,90.0,94.0,14,0.78,1.1,16,13,Thermique,164,Non,0
5958,CONV-3A,1996,Moyenne,27,Ancienne,98.92,15.4,151541,Intermittent,49.2,81.8,Normale,Préventive,Trimestrielle,31.0,2023-12-06,26.0,148.0,26,0.96,6.28,28,24,Hydraulique,277,Non,1
5959,ROBOT-M3,2009,Elevée,14,Normale,46.07,13.7,69930,Continu,90.0,88.2,Normale,Préventive,Trimestrielle,23.0,2023-12-09,24.0,64.0,11,0.79,6.38,17,7,Mécanique,146,Non,0
5960,PRESS-X5,1999,Elevée,24,Ancienne,82.71,18.3,160556,Intermittent,77.8,79.9,Normale,Préventive,Hebdomadaire,35.0,2023-11-01,62.0,56.0,23,0.96,6.06,25,22,Thermique,139,Oui,0
5961,ROBOT-M3,2012,Moyenne,11,Normale,36.87,13.6,54495,Continu,98.0,73.3,Normale,Mixte,Mensuelle,16.0,2023-08-07,147.0,,6,0.55,2.94,11,3,Mécanique,104,Oui,0
5962,PRESS-X5,2015,,8,Normale,28.12,13.8,40431,Continu,86.3,98.3,Sous-charge,Mixte,Trimestrielle,13.0,2023-09-24,100.0,128.0,4,0.5,1.11,9,3,Électrique,151,Oui,0
5963,MOTOR-K1,2015,Elevée,8,Normale,21.57,7.6,22424,Intermittent,124.3,74.9,Surcharge,Mixte,Trimestrielle,13.0,2023-09-30,93.0,96.0,4,0.5,0.5,7,3,Mécanique,100,Oui,0
5964,ROBOT-M3,2010,Elevée,13,Normale,44.37,12.9,61379,Continu,99.1,62.3,Normale,,Trimestrielle,11.0,2023-10-29,65.0,46.0,5,0.38,0.5,5,4,Hydraulique,215,Oui,0
5965,CONV-3A,1998,,25,Ancienne,94.76,11.1,101101,Intermittent,,74.6,Surcharge,Préventive,Annuelle,26.0,2023-12-05,27.0,105.0,8,0.32,0.85,13,5,Thermique,246,Oui,1
5966,PUMP-V7,2021,Moyenne,2,Nouvelle,1.54,14.5,10640,Continu,56.2,58.9,Normale,Préventive,Mensuelle,2.0,2023-06-13,203.0,80.0,3,1.5,1.19,5,3,Électrique,227,Oui,0
5967,CNC-2000,2017,Moyenne,6,Normale,14.35,13.0,28332,Intermittent,66.9,60.2,Surcharge,Mixte,Mensuelle,9.0,2023-03-25,282.0,,4,0.67,0.5,7,2,Électrique,155,Non,0
5968,CONV-3A,2004,Elevée,19,Ancienne,,15.0,103648,Intermittent,65.9,77.9,Normale,Corrective,Hebdomadaire,29.0,2023-08-10,145.0,101.0,14,0.74,7.14,15,11,Hydraulique,186,Non,0
5969,WELDR-E4,2016,Elevée,7,Normale,37.81,18.4,47184,Continu,72.2,59.1,Normale,Corrective,Mensuelle,8.0,2023-12-08,25.0,132.0,1,0.14,1.11,5,0,Aucune,57,Non,0
5970,DRILL-Z6,1996,Faible,27,Ancienne,96.82,9.6,94408,Intermittent,78.1,67.6,Normale,Préventive,Mensuelle,44.0,2023-10-28,66.0,119.0,20,0.74,1.88,21,17,Thermique,198,Oui,1
5971,MOTOR-K1,2009,Moyenne,14,Normale,150.0,14.8,75992,Continu,,61.0,Surcharge,Préventive,Hebdomadaire,20.0,2023-12-24,9.0,85.0,11,0.79,3.04,12,9,Électrique,203,Oui,0
5972,COMP-T2,1998,Moyenne,25,Ancienne,87.84,14.1,128140,Continu,100.6,76.7,Sous-charge,Mixte,Hebdomadaire,36.0,2023-12-11,22.0,64.0,31,,0.5,35,25,Mécanique,274,Oui,0
5973,PRESS-X5,2010,Moyenne,13,Normale,46.64,17.9,84857,Intermittent,66.9,66.5,Sous-charge,Préventive,Mensuelle,20.0,2023-05-21,225.0,84.0,15,1.15,2.2,17,13,Électrique,110,,0
5974,CONV-3A,2021,Elevée,2,Nouvelle,3.8,14.1,10346,Continu,59.2,81.4,Surcharge,Préventive,Mensuelle,7.0,2023-12-24,9.0,39.0,2,1.0,6.59,4,2,Mécanique,111,Non,0
5975,ROBOT-M3,2001,Faible,22,Ancienne,74.41,13.8,110708,Continu,92.5,80.4,Normale,Préventive,Trimestrielle,23.0,2023-05-19,227.0,34.0,21,0.95,2.25,23,17,Mécanique,240,Oui,0
5976,DRILL-Z6,2019,Moyenne,4,Normale,13.21,14.6,21135,Intermittent,100.0,59.3,Normale,Corrective,Hebdomadaire,3.0,2023-12-31,1.0,112.0,2,0.5,0.5,3,1,Électrique,199,Oui,0
5977,PUMP-V7,2019,Elevée,4,Normale,10.38,14.8,21430,Continu,72.6,86.1,Normale,Corrective,Trimestrielle,9.0,2023-08-02,153.0,60.0,1,0.25,0.66,4,0,Mécanique,115,Oui,0
5978,WELDR-E4,2006,Elevée,17,Ancienne,,16.4,101556,Intermittent,95.6,72.9,Normale,Mixte,Mensuelle,24.0,2023-12-17,16.0,117.0,15,0.88,1.81,19,14,Aucune,197,Non,0
5979,ROBOT-M3,1997,Elevée,26,Ancienne,92.77,9.5,90474,Intermittent,91.6,60.3,Surcharge,Mixte,Annuelle,45.0,2022-08-29,491.0,152.0,16,0.62,0.5,17,10,Aucune,329,Oui,1
5980,CNC-2000,2011,Elevée,12,Normale,37.01,10.8,47483,Intermittent,54.4,79.5,Normale,Corrective,Mensuelle,,2023-08-18,136.0,90.0,8,,3.45,14,8,Mécanique,118,Non,0
5981,PUMP-V7,2003,Faible,20,,83.05,17.2,125805,Continu,70.5,96.1,Normale,Préventive,Trimestrielle,25.0,2023-05-24,223.0,89.0,19,0.95,0.5,20,15,Thermique,265,Oui,1
5982,DRILL-Z6,2002,Faible,21,Ancienne,77.27,6.1,47048,Continu,72.8,72.6,Normale,Préventive,Mensuelle,37.0,2023-11-25,37.0,79.0,19,0.9,12.96,20,15,Électrique,137,Non,0
5983,LATHE-9,2017,Elevée,6,Normale,14.65,11.7,26084,Continu,109.8,55.2,Surcharge,Préventive,Mensuelle,12.0,2022-11-23,405.0,95.0,8,1.33,1.25,12,7,Électrique,135,Oui,0
5984,LATHE-9,2000,Elevée,23,Ancienne,68.11,12.4,104917,Continu,87.6,,Normale,Mixte,Mensuelle,27.0,2023-10-10,83.0,86.0,16,0.7,5.27,21,10,Mécanique,199,Oui,0
5985,DRILL-Z6,2009,Moyenne,14,Normale,45.56,11.5,58550,Continu,72.4,93.9,Surcharge,Mixte,Mensuelle,20.0,2023-09-19,105.0,94.0,12,0.86,0.87,13,10,Aucune,63,Oui,0
5986,LATHE-9,2004,Elevée,19,Ancienne,69.92,16.7,115881,Continu,69.5,,Normale,Préventive,Annuelle,24.0,2023-12-19,14.0,42.0,17,,2.56,22,13,Mécanique,191,Oui,0
5987,MOTOR-K1,2017,Moyenne,6,Normale,23.45,13.4,29349,Continu,56.5,65.5,Sous-charge,Préventive,Trimestrielle,14.0,2023-05-04,243.0,105.0,6,1.0,2.27,10,3,Mécanique,197,Oui,0
5988,CONV-3A,2021,Moyenne,2,,6.45,10.8,7935,Intermittent,,75.4,Sous-charge,Préventive,Mensuelle,4.0,2023-11-10,53.0,66.0,4,2.0,4.88,6,2,Électrique,122,Oui,0
5989,PRESS-X5,2019,Moyenne,4,Normale,10.99,10.1,15186,Intermittent,85.9,51.8,Normale,Préventive,Annuelle,6.0,2023-10-15,78.0,90.0,1,0.25,1.34,5,1,Électrique,201,Oui,0
5990,CONV-3A,2000,,23,,75.98,12.8,107763,Intermittent,89.3,100.0,Surcharge,Préventive,Hebdomadaire,42.0,2023-11-19,43.0,96.0,17,0.74,8.52,17,14,Mécanique,88,Oui,0
5991,WELDR-E4,2009,Moyenne,14,Normale,46.99,15.5,79250,Intermittent,60.7,74.4,Normale,Corrective,Trimestrielle,19.0,2023-11-19,44.0,45.0,18,1.29,5.23,19,17,Électrique,178,Non,0
5992,CONV-3A,2008,Faible,15,,47.44,12.4,67837,Continu,91.0,75.5,Normale,,Trimestrielle,23.0,2023-09-01,123.0,119.0,7,0.47,9.93,10,6,Thermique,182,Non,0
5993,CONV-3A,2020,Elevée,3,Nouvelle,8.51,11.6,12629,Continu,76.4,79.3,Normale,Préventive,Mensuelle,8.0,2023-11-01,62.0,32.0,2,0.67,3.17,4,0,Électrique,253,Non,0
5994,CNC-2000,2013,Faible,10,Normale,41.65,9.9,35944,Continu,69.1,71.9,Surcharge,Préventive,Mensuelle,17.0,2023-12-09,24.0,54.0,7,0.7,13.93,10,6,Hydraulique,163,Oui,0
5995,PRESS-X5,2007,Elevée,16,Ancienne,52.14,13.1,76341,Continu,87.7,68.8,Normale,Corrective,Mensuelle,19.0,2023-12-05,27.0,96.0,16,1.0,2.03,20,15,Mécanique,237,Oui,0
5996,CONV-3A,2008,Elevée,15,Normale,55.55,13.0,71205,Continu,,63.7,Normale,Mixte,Trimestrielle,23.0,2023-12-12,21.0,125.0,18,1.2,5.3,25,16,Hydraulique,258,Oui,0
5997,PRESS-X5,1997,Elevée,26,Ancienne,94.82,9.8,93475,Intermittent,82.7,60.9,Normale,Préventive,Mensuelle,60.0,2023-10-08,85.0,82.0,21,0.81,0.85,26,19,Mécanique,136,Oui,1
5998,COMP-T2,1998,Moyenne,25,Ancienne,82.1,15.1,137524,Continu,76.0,79.9,Normale,Mixte,Annuelle,22.0,2023-03-01,307.0,101.0,24,0.96,7.12,25,23,Aucune,203,Oui,1
5999,LATHE-9,2020,Elevée,3,Nouvelle,6.28,17.1,18957,Continu,96.1,256.9,Surcharge,Corrective,Hebdomadaire,5.0,2023-10-22,71.0,63.0,3,1.0,7.99,4,2,Mécanique,183,Oui,0
6000,ROBOT-M3,2008,Faible,15,Normale,57.84,12.1,66243,Intermittent,93.4,86.4,Normale,Corrective,Mensuelle,18.0,2024-01-01,1.0,17.0,9,0.6,9.01,13,6,Électrique,151,Oui,0
6001,CNC-2000,2008,Moyenne,15,,47.87,12.9,70628,Intermittent,81.4,71.5,Normale,Mixte,Mensuelle,16.0,2023-10-28,65.0,53.0,7,0.47,2.55,8,5,Thermique,260,Oui,0
6002,LATHE-9,2020,Elevée,3,Nouvelle,10.21,8.7,9545,Continu,84.2,72.7,Normale,Préventive,Mensuelle,7.0,2023-12-18,15.0,37.0,2,0.67,0.5,5,1,Mécanique,238,Oui,0
6003,PRESS-X5,2002,Moyenne,21,Ancienne,83.7,14.2,109185,Continu,89.0,94.4,Normale,Préventive,Annuelle,33.0,2023-12-28,5.0,70.0,14,0.67,1.13,19,12,Mécanique,269,Oui,0
6004,LATHE-9,2004,Faible,19,Ancienne,71.4,13.4,92917,Intermittent,,65.4,Normale,Préventive,Mensuelle,30.0,2023-09-09,114.0,126.0,18,0.95,2.5,19,12,Aucune,182,Oui,0
6005,CONV-3A,2003,Moyenne,20,Ancienne,70.43,11.0,80567,Continu,67.7,299.9,Normale,Préventive,Mensuelle,20.0,2023-10-12,81.0,108.0,17,0.85,1.77,19,16,Thermique,172,Oui,1
6006,ROBOT-M3,2008,Elevée,15,Normale,-5.0,9.8,53394,Continu,72.8,78.0,Surcharge,Mixte,Mensuelle,22.0,2023-10-11,82.0,88.0,10,0.67,1.95,15,7,Hydraulique,98,Non,0
6007,CONV-3A,2002,Faible,21,Ancienne,73.22,17.5,134518,Intermittent,61.7,85.2,Sous-charge,Préventive,Mensuelle,32.0,2023-10-29,64.0,71.0,15,0.71,1.69,15,13,Électrique,264,Oui,0
6008,WELDR-E4,2005,Moyenne,18,Ancienne,68.09,13.1,86637,Continu,93.9,45.1,Normale,,Trimestrielle,24.0,2023-07-31,155.0,71.0,14,0.78,1.1,19,11,Mécanique,184,Non,0
6009,CONV-3A,2004,Elevée,19,Ancienne,56.27,9.2,63805,Continu,86.0,79.8,Surcharge,Mixte,Annuelle,26.0,2023-09-15,108.0,114.0,23,1.21,3.48,23,22,Électrique,206,Oui,0
6010,ROBOT-M3,2012,Elevée,11,Normale,37.8,14.6,58712,Continu,73.7,61.5,Normale,Préventive,Trimestrielle,14.0,2023-10-22,72.0,87.0,7,0.64,1.67,10,6,Aucune,169,Non,0
6011,PUMP-V7,1998,Moyenne,25,Ancienne,77.07,12.7,115745,Continu,69.1,58.0,Surcharge,Préventive,Annuelle,30.0,2023-12-26,7.0,73.0,27,1.08,,32,26,Aucune,252,Oui,0
6012,COMP-T2,1998,Faible,25,Ancienne,88.31,12.2,110831,Continu,83.5,71.5,Sous-charge,Mixte,Mensuelle,40.0,2023-10-23,70.0,124.0,14,0.56,6.02,17,12,Mécanique,247,Non,0
6013,PRESS-X5,2006,Elevée,17,Ancienne,58.32,14.9,92622,Intermittent,58.8,61.1,Surcharge,Préventive,Hebdomadaire,,2023-05-21,226.0,138.0,17,1.0,6.89,20,15,Mécanique,225,Oui,0
6014,COMP-T2,2012,Elevée,11,Normale,45.3,4.2,16967,Intermittent,64.0,,Surcharge,Préventive,Mensuelle,11.0,2023-09-30,94.0,68.0,7,0.64,1.64,9,5,Hydraulique,252,,0
6015,WELDR-E4,2002,Faible,21,Ancienne,77.06,6.6,50331,Intermittent,79.7,76.3,Normale,Préventive,Trimestrielle,29.0,2023-07-01,185.0,103.0,16,0.76,1.25,20,14,Aucune,182,Oui,0
6016,COMP-T2,1997,Elevée,26,Ancienne,88.37,16.1,153206,Intermittent,116.6,74.5,Normale,Mixte,Mensuelle,35.0,2023-08-25,130.0,89.0,19,0.73,0.5,22,18,Thermique,207,Oui,1
6017,LATHE-9,2012,Faible,11,Normale,36.47,11.6,46304,Continu,86.8,54.4,Normale,Préventive,Mensuelle,20.0,2023-10-18,76.0,111.0,9,0.82,5.3,12,7,Thermique,259,Non,0
6018,DRILL-Z6,2001,Elevée,22,Ancienne,78.9,10.7,85714,Intermittent,82.8,58.1,Normale,Mixte,Hebdomadaire,24.0,2023-10-24,69.0,114.0,20,0.91,4.27,25,17,Électrique,124,Oui,0
6019,CNC-2000,1995,Moyenne,28,Ancienne,95.14,8.0,81409,Intermittent,62.4,80.6,Normale,Mixte,Mensuelle,39.0,2023-11-01,61.0,85.0,18,0.64,0.5,21,16,Aucune,158,Oui,1
6020,ROBOT-M3,2016,Elevée,7,Normale,24.34,12.6,32348,Intermittent,66.0,81.3,Sous-charge,Mixte,Trimestrielle,8.0,2023-10-14,79.0,96.0,2,0.29,,9,0,Thermique,123,Oui,0
6021,CNC-2000,2007,Faible,16,Ancienne,62.58,13.0,75628,Intermittent,100.3,43.2,Normale,Corrective,Trimestrielle,19.0,2023-10-12,81.0,19.0,14,0.88,1.2,18,12,Aucune,245,,0
6022,ROBOT-M3,1997,Moyenne,26,Ancienne,86.85,16.3,155120,Continu,73.1,59.8,Normale,Corrective,Hebdomadaire,43.0,2023-10-31,,125.0,16,0.62,2.04,19,16,,161,Oui,1
6023,PRESS-X5,1997,Faible,26,,88.76,13.1,124715,Continu,81.1,74.0,Surcharge,Corrective,Annuelle,34.0,2023-06-28,,104.0,20,0.77,1.92,26,20,Électrique,181,Oui,1
6024,COMP-T2,2009,Moyenne,14,Normale,47.46,11.1,56526,Continu,88.9,80.1,Normale,Corrective,Trimestrielle,16.0,2023-07-28,158.0,92.0,13,0.93,1.11,20,11,Hydraulique,231,Non,0
6025,PRESS-X5,2015,Elevée,8,Normale,43.79,13.2,38907,Continu,73.7,79.9,Normale,Préventive,Mensuelle,15.0,2023-09-21,102.0,61.0,5,0.62,2.99,7,2,Hydraulique,225,Oui,0
6026,CONV-3A,2013,Elevée,10,Normale,38.04,15.3,55840,Continu,72.4,82.2,Sous-charge,Corrective,Hebdomadaire,8.0,2023-11-23,40.0,117.0,5,0.5,1.82,7,5,,176,Oui,0
6027,CONV-3A,2022,Moyenne,1,Nouvelle,9.16,14.7,5556,Continu,54.1,66.4,Surcharge,Préventive,Trimestrielle,1.0,2023-09-17,106.0,100.0,2,2.0,,3,0,Électrique,74,Oui,0
6028,CNC-2000,1998,Moyenne,25,Ancienne,91.34,13.9,126704,Intermittent,61.8,77.1,Surcharge,Corrective,Mensuelle,35.0,2023-11-12,51.0,44.0,23,0.92,7.65,24,20,Électrique,192,Oui,0
6029,MOTOR-K1,2007,Faible,16,Ancienne,60.18,12.8,74904,Continu,88.8,70.3,Normale,Mixte,Mensuelle,26.0,2023-07-25,160.0,96.0,19,1.19,1.63,22,16,Aucune,186,Oui,0
6030,MOTOR-K1,2007,Elevée,16,Ancienne,58.37,10.3,59908,Intermittent,73.4,68.3,Surcharge,Préventive,Mensuelle,22.0,2023-11-26,37.0,123.0,11,0.69,9.69,17,10,Mécanique,151,Non,0
6031,DRILL-Z6,2009,Moyenne,14,Normale,50.83,8.9,45551,Intermittent,90.0,56.9,Normale,Mixte,Mensuelle,33.0,2023-12-15,18.0,95.0,6,0.43,2.42,7,4,,198,Oui,0
6032,MOTOR-K1,2013,Faible,10,Normale,27.75,8.4,30782,Intermittent,56.2,78.6,Normale,Corrective,Mensuelle,14.0,2023-11-24,38.0,83.0,9,0.9,4.78,9,8,Hydraulique,159,Oui,0
6033,WELDR-E4,2010,,13,Normale,47.29,13.2,62470,Intermittent,92.2,55.2,Surcharge,Corrective,Trimestrielle,18.0,2023-10-28,66.0,102.0,10,0.77,2.49,12,10,Hydraulique,284,Oui,0
6034,LATHE-9,2100,Faible,0,Nouvelle,0.0,13.5,0,Continu,79.4,61.0,Sous-charge,Préventive,Mensuelle,0.0,2023-06-28,188.0,93.0,1,2.0,,3,0,Aucune,216,Oui,0
6035,LATHE-9,1997,Elevée,26,Ancienne,93.73,15.3,144958,Continu,57.9,83.2,Surcharge,Mixte,Mensuelle,47.0,2023-10-14,80.0,34.0,16,0.62,1.74,17,14,Thermique,132,Non,1
6036,CONV-3A,2020,Moyenne,3,Nouvelle,10.15,13.7,15229,Intermittent,96.9,73.0,Sous-charge,Corrective,Trimestrielle,8.0,2023-12-10,23.0,79.0,1,0.33,3.5,3,1,Électrique,310,Non,0
6037,MOTOR-K1,2014,Elevée,9,Normale,35.32,15.2,49459,Continu,58.9,87.6,Normale,Mixte,Trimestrielle,16.0,2023-10-24,70.0,45.0,6,0.67,10.88,9,3,Électrique,160,Non,0
6038,DRILL-Z6,1996,Elevée,27,Ancienne,99.2,11.6,114301,Continu,96.2,71.0,Surcharge,Mixte,Mensuelle,45.0,2023-12-15,18.0,158.0,18,0.67,1.95,22,16,Électrique,234,Non,1
6039,ROBOT-M3,2012,Elevée,11,Normale,23.94,14.3,57400,Continu,79.5,68.3,Normale,,Trimestrielle,20.0,2023-12-08,,116.0,7,0.64,0.5,9,5,Mécanique,199,Non,0
6040,CONV-3A,2019,Faible,4,Normale,999.0,9.0,13088,Continu,66.6,88.8,Normale,Préventive,Trimestrielle,4.0,2023-06-09,206.0,59.0,2,0.5,10.34,6,0,,86,Oui,0
6041,PRESS-X5,2005,Faible,18,Ancienne,53.71,11.8,77713,Intermittent,107.7,70.2,Surcharge,Corrective,Annuelle,25.0,2023-09-29,95.0,58.0,18,1.0,0.5,20,18,Électrique,198,Oui,0
6042,MOTOR-K1,1995,Elevée,28,Ancienne,99.19,6.5,66217,Continu,86.1,78.4,Normale,Préventive,Mensuelle,48.0,2023-08-23,131.0,,16,0.57,,17,13,Hydraulique,288,Non,1
6043,CONV-3A,2010,Faible,13,Normale,44.0,12.1,57595,Continu,98.2,73.1,Normale,Mixte,Mensuelle,25.0,2023-11-07,56.0,43.0,7,0.54,1.34,11,3,Mécanique,228,Non,0
6044,MOTOR-K1,2011,Moyenne,12,Normale,48.78,15.7,68831,Continu,86.5,76.4,Normale,Mixte,Trimestrielle,,2023-12-22,10.0,41.0,11,0.92,0.67,16,10,Thermique,226,Non,0
6045,WELDR-E4,2010,Faible,13,Normale,46.54,12.2,58074,Intermittent,76.8,72.3,Normale,Préventive,Trimestrielle,,2023-02-03,333.0,29.0,9,0.69,1.31,12,7,Thermique,147,Oui,0
6046,DRILL-Z6,2004,Elevée,19,Ancienne,64.07,,98196,Intermittent,66.9,85.5,Normale,Corrective,Hebdomadaire,37.0,2023-12-17,16.0,80.0,15,0.79,-5.0,19,14,Électrique,146,Non,0
6047,CNC-2000,2011,Elevée,12,Normale,46.69,12.8,56002,Continu,77.3,,Surcharge,Corrective,Trimestrielle,18.0,2023-12-09,24.0,96.0,16,1.33,2.56,18,11,Mécanique,260,Oui,0
6048,PUMP-V7,1997,Moyenne,26,Ancienne,89.41,10.3,97575,Continu,82.5,71.0,Normale,Préventive,Mensuelle,,2023-07-07,178.0,76.0,18,0.69,1.31,20,14,Mécanique,201,Non,1
6049,DRILL-Z6,2012,Elevée,11,,36.01,11.4,45944,Continu,92.2,78.0,Normale,Préventive,Annuelle,12.0,2023-05-09,,29.0,12,1.09,8.01,16,10,Thermique,176,Non,0
6050,MOTOR-K1,2013,Moyenne,10,Normale,36.97,15.5,56851,Continu,74.1,,Normale,Préventive,Mensuelle,12.0,2023-12-07,,60.0,8,0.8,0.5,13,7,Hydraulique,134,Non,0
6051,PRESS-X5,2008,Elevée,15,Normale,60.56,14.2,77455,Intermittent,87.7,87.2,Sous-charge,Préventive,Mensuelle,14.0,2023-09-13,111.0,112.0,6,0.4,1.33,10,6,Mécanique,220,Oui,0
6052,PRESS-X5,2015,Elevée,8,Normale,32.27,10.1,29702,Continu,105.2,56.9,Normale,Mixte,Hebdomadaire,5.0,2023-10-21,72.0,100.0,5,0.62,4.74,8,2,Mécanique,64,Non,0
6053,CNC-2000,2019,Elevée,4,Normale,16.83,7.8,11356,Intermittent,82.4,67.0,Normale,Mixte,Annuelle,11.0,2023-10-29,64.0,78.0,5,1.25,0.5,9,3,Mécanique,305,Non,0
6054,COMP-T2,1996,Faible,27,Ancienne,100.0,12.6,124433,Continu,50.6,69.6,Normale,Mixte,Mensuelle,48.0,2023-11-12,51.0,107.0,23,0.85,4.69,25,22,Électrique,219,Oui,1
6055,PRESS-X5,2006,Elevée,17,Ancienne,55.84,10.3,63578,Continu,80.7,78.0,Sous-charge,Mixte,Mensuelle,24.0,2023-12-18,15.0,87.0,13,0.76,4.27,16,10,Mécanique,138,Oui,0
6056,CONV-3A,2005,,18,Ancienne,59.23,11.5,75396,Intermittent,78.6,94.4,Surcharge,Préventive,Trimestrielle,31.0,2023-12-17,15.0,110.0,19,1.06,1.17,20,19,Hydraulique,221,Oui,0
6057,PRESS-X5,2011,Moyenne,12,Normale,42.73,7.6,33095,Continu,78.1,87.4,Surcharge,Mixte,Hebdomadaire,8.0,2023-06-30,185.0,20.0,8,0.67,1.42,10,4,Électrique,247,Oui,0
6058,PUMP-V7,2021,Moyenne,2,Nouvelle,14.58,15.1,11137,Intermittent,56.1,57.3,Surcharge,Mixte,Annuelle,0.0,2023-10-28,65.0,50.0,4,2.0,0.5,9,0,Électrique,158,Oui,0
6059,CNC-2000,2000,Moyenne,23,Ancienne,75.79,11.7,98406,Continu,84.1,64.4,Normale,Mixte,Trimestrielle,31.0,2023-12-05,28.0,99.0,12,0.52,0.5,17,10,Mécanique,164,Non,0
6060,CONV-3A,2013,Moyenne,10,Normale,43.77,12.2,44504,Intermittent,72.0,,Normale,Corrective,Trimestrielle,21.0,2023-12-29,,113.0,12,1.2,3.52,13,10,Aucune,117,Non,0
6061,MOTOR-K1,2007,Elevée,16,Ancienne,48.8,9.5,55290,Intermittent,78.4,59.4,Normale,Préventive,Annuelle,32.0,2010-04-24,5000.0,106.0,16,1.0,0.5,19,14,Thermique,129,Oui,0
6062,DRILL-Z6,2001,Elevée,22,Ancienne,76.39,11.2,89536,Intermittent,,67.9,Normale,Corrective,Hebdomadaire,32.0,2023-08-24,130.0,86.0,9,0.41,3.97,11,7,Aucune,209,Non,0
6063,CNC-2000,2016,Moyenne,7,Normale,25.37,12.4,31425,Continu,,90.7,Normale,Corrective,Mensuelle,11.0,2023-10-08,86.0,58.0,2,0.29,500.0,5,1,Mécanique,297,Oui,0
6064,PUMP-V7,2005,Faible,18,Ancienne,58.59,10.2,66819,Intermittent,78.5,,Normale,Corrective,Annuelle,29.0,2023-11-07,55.0,88.0,13,0.72,13.04,16,11,Mécanique,249,Oui,0
6065,LATHE-9,2001,Moyenne,22,Ancienne,73.89,11.4,91292,Continu,77.0,,Surcharge,Préventive,Trimestrielle,39.0,2023-12-15,18.0,68.0,17,0.77,10.92,21,13,Aucune,140,Oui,0
6066,PUMP-V7,2007,Elevée,16,Ancienne,59.98,16.2,94229,Intermittent,,77.7,Normale,Corrective,Trimestrielle,25.0,2023-12-10,23.0,74.0,10,0.62,4.62,12,7,Électrique,117,Non,0
6067,ROBOT-M3,2007,Elevée,16,Ancienne,63.21,6.7,39682,Continu,73.3,63.7,Surcharge,Préventive,Trimestrielle,23.0,2023-08-15,139.0,113.0,18,1.12,0.69,21,16,,151,Oui,0
6068,ROBOT-M3,2015,Elevée,8,Normale,17.43,12.6,36917,Continu,74.2,74.2,Normale,Corrective,Annuelle,10.0,2023-06-18,197.0,84.0,8,1.0,0.5,10,7,Thermique,137,Non,0
6069,LATHE-9,1995,Moyenne,28,Ancienne,98.9,9.6,98585,Intermittent,105.1,78.0,Normale,Corrective,Hebdomadaire,43.0,2023-09-24,100.0,80.0,19,,1.3,24,15,Électrique,255,Oui,1
6070,WELDR-E4,2013,Elevée,10,Normale,34.43,16.0,58509,Intermittent,,100.0,Normale,Préventive,Annuelle,11.0,2023-09-01,122.0,107.0,12,1.2,3.26,14,12,Électrique,176,Oui,0
6071,PRESS-X5,2013,Elevée,10,Normale,35.54,11.5,41485,Intermittent,84.1,86.1,Surcharge,Corrective,Trimestrielle,-10.0,2023-12-15,18.0,52.0,6,0.6,6.21,9,5,Électrique,120,Oui,0
6072,DRILL-Z6,2017,Elevée,6,Normale,19.42,8.9,19294,Continu,81.6,94.8,Surcharge,Préventive,Trimestrielle,9.0,2023-12-31,2.0,52.0,4,0.67,2.42,5,0,Électrique,117,Non,0
6073,COMP-T2,2009,Moyenne,14,Normale,42.55,11.4,57764,Continu,81.1,75.3,Surcharge,Corrective,Trimestrielle,26.0,2023-12-16,,140.0,24,1.71,,29,23,Aucune,171,Non,0
6074,COMP-T2,2008,Elevée,15,Normale,60.21,13.0,71261,Continu,87.2,81.3,Normale,Mixte,Trimestrielle,24.0,2023-12-17,15.0,74.0,15,1.0,0.5,16,14,,186,Oui,0
